EmployeeID,BenefitID,SatisfactionScore,Comments,neg,neu,pos,compound,Sentiment
3120,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1953,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4626,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
4734,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4084,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1247,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2046,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1498,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2244,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2560,4,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4856,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2342,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
561,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4566,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1196,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
1815,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
4856,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
3203,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
2860,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3321,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2521,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
1699,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
107,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3985,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
2777,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4453,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
48,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2242,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1135,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1496,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1877,25,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1290,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
2159,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4071,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
1346,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3972,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3866,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3482,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3212,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
4803,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2486,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1093,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
579,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1119,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
101,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2336,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2585,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
564,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3585,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
1764,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
961,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
3139,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
1411,17,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3823,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
1211,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
258,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3454,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
2862,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2822,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
4988,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
312,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1107,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4961,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
171,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3852,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3461,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4375,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
606,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
936,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3120,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
247,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4500,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3905,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2999,6,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
571,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3863,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3270,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2363,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2818,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3021,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3012,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1134,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
3263,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2559,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2090,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3867,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1753,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
486,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4207,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
2339,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
1652,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2093,17,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1837,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2628,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3152,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
491,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4485,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3105,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
420,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2910,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3498,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
48,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
309,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
699,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2692,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3795,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
555,29,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
259,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2614,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
644,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4014,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1937,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4937,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
897,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4363,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4180,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
452,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3998,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
2636,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4205,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4883,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
2772,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
449,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2915,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1993,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3089,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1945,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4045,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3054,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4597,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
86,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2033,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1642,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2020,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1951,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3519,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4738,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
912,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2041,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
432,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1801,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
1297,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3114,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
2790,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3735,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2860,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
1651,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1964,24,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3959,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2588,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2581,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
2485,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2876,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2345,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
1793,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3095,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4059,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
2465,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1061,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4392,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
1689,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1474,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4690,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2908,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3681,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
764,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1073,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
197,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4771,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1084,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
1255,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
98,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
1139,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3977,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1393,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2829,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
4157,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2355,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
731,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
533,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2669,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
572,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
252,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3796,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
85,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
1306,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
2790,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3143,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4385,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3432,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3736,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1646,24,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2373,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3863,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4917,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4476,25,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
644,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3729,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1199,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4814,3,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4185,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4612,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
1090,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
2386,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
324,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2315,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
159,6,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3897,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2099,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3411,11,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2490,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1795,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1727,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
3204,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
715,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4304,14,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1473,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2321,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3262,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
281,24,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3357,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1781,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3342,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2922,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
4633,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
4768,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
462,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3751,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1038,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2352,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4348,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1754,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2310,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2936,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
424,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
110,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4428,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
731,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4524,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
2026,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
859,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2902,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3011,19,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
4323,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1303,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3797,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1013,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2468,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4794,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
105,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4813,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3685,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4434,29,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2244,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3329,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
1280,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2941,20,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1163,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
1918,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1869,3,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2511,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4568,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2363,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3106,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4809,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
2552,17,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4105,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3782,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2647,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3661,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
701,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
2983,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4264,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1345,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
186,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
4300,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
106,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
598,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
21,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4912,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
407,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
4181,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1454,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3467,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4391,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
2000,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
2504,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
4618,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1668,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4495,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1872,12,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
478,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
3479,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
2233,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
55,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3740,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
3772,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2913,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
236,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4854,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3026,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
3930,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
4297,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
3607,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
361,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
356,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4356,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
268,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
4362,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4367,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3655,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
537,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
2433,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2682,22,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1572,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4104,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
112,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4823,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4646,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
4711,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
869,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3333,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1097,22,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
2967,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
108,28,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3271,20,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
1932,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
3134,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
761,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1777,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
1913,24,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3881,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2773,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
1997,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1163,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
259,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
26,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4782,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
3146,2,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3151,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1993,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
255,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2092,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
436,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
3140,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
2751,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2168,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
359,5,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
3934,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3008,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4408,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
3232,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2109,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2544,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4694,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3679,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2129,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1328,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
